klass,text
klass2,"The Campeonato Brasileiro Série B, commonly referred to as the Brasileirão Série B or simply Série B is the second tier of the Brazilian football league system. The competition format has changed almost every year since it first occurred, in 1971. In some years, it was not played at all. However since 2006, it has been contested by 20 teams in a double round-robin format with the top four teams being promoted to Campeonato Brasileiro Série A and the bottom four teams being relegated to Campeonato Brasileiro Série C."
klass2,"The Campeonato Brasileiro Série C is the third tier of the Brazilian football league system.Unlike the first and second divisions, the Série C is not played in a double round robin system, arguably because many participating teams lack the financial conditions to travel long distances. Thus, the tournament is organized in regional groups and the table prevents teams from distant states to play each other in the initial rounds.Until 2008, any professional team could apply, but only 64 teams would take part in the tournament. The teams that had been relegated from Série B in the previous year were joined by teams qualified for each federation state. Qualification rules varied, some federations used the state tournaments as qualification tournaments, others organized exclusive qualification tournaments to the Série C.Beginning in 2009, Série C was reduced from 64 teams to 20 and a new Campeonato Brasileiro Série D is the qualifier for Brazilian league football. In its current format the 20 teams are dived into 2 groups and each team plays all opponents from its own group on home and away matches. The top four teams of each group qualify to a knock out stage and the four semifinalists are promoted to Campeonato Brasileiro Série B. The bottom two teams of each group are relegated to Campeonato Brasileiro Série D."
klass2,"The Campeonato Brasileiro Série D is the fourth tier of the Brazilian football, and it was announced by Brazilian Football Confederation (CBF) on April 9, 2008. Campeonato Brasileiro Série D was formed from the split of Série C, keeping its best 20 clubs and playing double round robin, like the top three tiers. Série D keeps the same format of the older Série C, but with participation limited to 40 clubs indicated by the state federations."
klass2,"The Campeonato Brasileiro de Futebol Feminino is an annual Brazilian women's club football tournament organized by the Confederação Brasileira de Futebol, or CBF. It is the country's premier women's football competition. Contested by 20 clubs, seasons typically run from September to December."
klass2,"Camus Cognac is a brand of cognac that has been produced by five generations of the Camus family, since 1863 when Jean-Baptiste Camus organized a group of producers to sell a high quality cognac under the brand 'La Grande Marque'.Today, Cyril Camus - the fifth generation of the Camus family - heads the company which counts 500 employees in eight countries on three continents. Camus products are sold in most countries in the world, in almost every international airport and on board a large number of airlines."
klass2,"Dumont High School is a four-year comprehensive public high school that serves students in ninth through twelfth grade from Dumont, in Bergen County, New Jersey, United States, operating as the lone secondary school of the Dumont Public Schools.The current Dumont High School opened in 1932. The original high school was founded in 1918 and located at what is now the Dumont Municipal Building.  In 1961, construction on the current building yielded a new gymnasium, a library, over 20 classrooms, and a cafeteria.  Another addition was added to the school in 2007.  A state-of-the-art media center, modern science labs, and an elevator were part of the new construction.  The school operates under the authority of the New Jersey Department of Education and has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1939.As of the 2012-13 school year, the school had an enrollment of 856 students and 58.6 classroom teachers (on an FTE basis), for a student–teacher ratio of 14.61:1. There were 69 students (8.1% of enrollment) eligible for free lunch and 28 (3.3% of students) eligible for reduced-cost lunch."
klass2,"Canaan Records is a Christian record label and is a subsidiary of Word Entertainment. It was started in 1965 by founder Marvin Norcross as a vehicle for the label's Southern Gospel quartets. Their biggest artist to date is that of the Happy Goodman Family.  After being absent from the southern gospel music industry for several years, Word Entertainment revived the Canaan Records label in 2007, placing Dave Clark as the General Manager of the label and announcing Canaan's relaunch on June 6, 2007.  The first group to sign with the label after the relaunch was southern gospel veteran group, The Hoppers, who released their first Canaan Records album, The Ride on September 4, 2007.Early labels were red with black print. Later, the label changed to black with a color logo and a distinctive vertical row of colored dots down the middle of the label. In the mid-1980s, the label changed to a full color label showing a desert town (presumably Canaan) at sunset, with colors fading from green to yellow to orange in the sky, and tones of brown for the sand. For the 2007 relaunch of Canaan Records, the logo was changed to display the word ""Canaan"" in a script-style font with the word ""RECORDS"" below in a sans-serif font, with the label name surrounded on either side by arching curves, implying an oval shape around the words.In 2009 Word Records again closed the doors on Canaan Records; Word continues to release ""The Canaan Vault"" collection on iTunes; remastered past recordings from the 1960s, '70s and '80s strictly for digital download."
klass2,"The Canadian Council on Africa (CCAfrica) was created on May 27, 2002 and is currently located in Ottawa, Ontario, with the goal of becoming Canada's leading organization committed to the economic development of a modern competitive Africa.  CCAfrica was founded as a result of the Kananaskis G8 Summit, where the agenda included the development of a self-help plan for Africa.  Formed a year after The New Partnership for African Development (NEPAD), CCAfrica shares NEPAD’s goal of African renewal.CCAfrica believes that creating a framework for business to flourish is a critical aspect of Africa’s development challenge.  As such, business can produce social good while creating financial returns that reward the risk and commitment of shareholders and stakeholders.  CCAfrica strives for the creation of social value, transparency at home and abroad, the upholding of human rights, environmental stewardship, the health and safety of partners and communities, and the support of employees and stakeholder communities where HIV/AIDS is prevalent."
klass2,"The Canadian Hemophilia Society (CHS) is an organization whose mission is to lead the fight against inherited bleeding disorders by helping people affected live healthy lives while searching for a cure. The organization consists of chapters in every province in Canada, and a national organization direction to the provincial chapters."
klass2,"The Canadian Hockey League (CHL) is an umbrella organization that represents the three Canadian-based major junior ice hockey leagues for players 16 to 20 years of age. The CHL was founded in 1975 as the Canadian Major Junior Hockey League, and is composed of its three member leagues, the Western Hockey League, Ontario Hockey League, and Quebec Major Junior Hockey League.  For the 2012-13 season, its three leagues and 60 teams represent nine Canadian provinces (52 teams) as well as four American states (8 teams).The CHL schedule culminates in the Memorial Cup tournament, which sees each of the three league champions, as well as a host team, play a round-robin tournament to determine a national champion. The CHL also hosts the CHL Top Prospects Game, for the top draft eligible players in the league, as well as the Subway Super Series, a six-game all-star exhibition series against a team of Russian juniors."
klass2,"Dunmore High School is the secondary education, public school for the borough of Dunmore, Pennsylvania.  It is part of the Dunmore School District. It is also part of one of the three (Scranton, Old Forge, Dunmore) school districts in Lackawanna County, Pennsylvania that does not include surrounding boroughs."
klass2,"Canadian Natural Resources Limited, or CNRL or Canadian Natural, is an oil and gas exploration, development and production company with its corporate head office in Calgary, Alberta. Along with its core area Western Canadian Sedimentary Basin (WCSB),, CNRL also has North Sea and offshore West Africa fields. By 2011, with a production of 121,000 barrels (19,200 m3), CNRL was Canada's largest oil company and Canada's ""single biggest conventional heavy oil producer."" By 2009 CNRL ranked number 251 on the Forbes Global 2000 list.CNRL is one of the largest independent crude oil and natural gas producers in the world, with its head office in Calgary, and operations focused in the Western Canadian Sedimentary Basin, the North Sea and offshore West Africa."
klass2,"The University of Canberra Vikings (formerly the Canberra Vikings and Canberra Kookaburras) is an Australian rugby union football team that competes in the National Rugby Championship (NRC). The team is based at Viking Park in Wanniassa, and is backed by a three-way partnership between the Tuggeranong Vikings Group, the ACT Brumbies and the University of Canberra. The University of Canberra Vikings team in the NRC takes its identity from the Canberra Vikings side that played in the previous national competitions, the Australian Rugby Shield (ARS) in 2006 and then the inaugural Australian Rugby Championship (ARC) in 2007. The ARC was discontinued following that first season but after an absence of six years the national competition was relaunched as the NRC in 2014.The coaching and training programs used by the Brumbies for Super Rugby are extended to players joining the NRC team from the Brumbies, the ACTRU Premier Division competition, and junior players from the ACT and Southern NSW Rugby Union catchment area."
klass2,"Durham High School is a public secondary school in Durham, California, United States. Durham High is located in the heart of an agricultural community. Durham High School's current enrollment is around 300 students."
klass2,"The Cangrejeros de Santurce (English: ""Santurce Crabbers"") are a Puerto Rican professional basketball team based in Santurce, a neighborhood within San Juan, that competes in the National Superior Basketball (BSN) league. The team was founded in 1918 and began active play in the BSN in 1956. The Cangrejeros play their home games at the Roberto Clemente Coliseum and saw their greatest success during the late 1990s and early 2000s. They are known for having one of the BSN's greatest dynasties, once winning five championships in a six year span, including four consecutive titles. Those five championship teams were led by NBA veterans José ""Piculín"" Ortíz and Carlos Arroyo and coach Julio Toro. The Cangrejeros are the fourth most successful BSN franchise, winning eight championships after making fourteen BSN Finals in their history."
klass2,"Dutch Neck Elementary School is a public lower elementary school for grades K to 3 located in West Windsor Township, New Jersey, United States. The school is part of the West Windsor-Plainsboro Regional School District. It also has a preschool class."
klass2,"Cannonball Musical Instruments is a manufacturer of saxophones, clarinets, trumpets, flutes, and musical instrument accessories. The company was founded in 1996 by musicians Tevis and Sheryl Laukat, and is based in Sandy, Utah. Cannonball specializes in professional, handmade, and uniquely ""acoustically hand customized"" instruments."
klass2,"The Canteen Stores Department, (CSD), is a solely owned Government of India Enterprise under Indian Ministry of Defence. Its head office is located at Adelphi 119 MK Road Mumbai-400020 and has its depot sub-depots in all major military bases operated by the Indian Armed Forces. CSD sells a wide variety of products like household provisions, kitchen appliances, alcoholic drinks, cars, and sports equipment. Though originally meant exclusively for active and retired members of the Armed Forces personnel (defined as troops), it is slowly and steadily being expanded to include GREF, NCC Units at Group HQ level, TA units, CDA's staff, Indian Ordnance Factories, Embarkation HQs, civilians paid from defence estimates, civilians paid out of civil estimates, and Paramilitary forces under operational/administrative control of the Army civilian government employees. Generally, these goods are procured by CSD in bulk, and sold at concessional rates (without taxes), compared with retail prices. CSD prices are low as the goods sold are exempt from taxes. A huge profit is earned by the Canteen Stores Department.The CSD has grown from a turnover of Rs. 4.8 million in 1948 to over Rs. 2.7 billion in 1998–99 – a growth of over 4500 times. Turnover per employee in 1998–99 was Rs. 12.2 million. Mandated to serve active (serving soldiers: appx 1.3 million) as well as retired armed forces personnel (appx 2.8 million) i.e. appx 4.1 million (04.1 million) people it is serving 16 million people – 5% of India's population which can afford consumer items and durables (due to inclusion of civilian government employees paid out of defense estimates as well as civil estimates. The CSD's profits are transferred to private regimental funds of the regular military establishments. For civilian departments such as CDA, CSD Depot, such profits are paid as dividend to the government / ad hoc employees as extra enumerations. A very small portion is returned to consolidated funds of India. The CSD has a very low ratio of operating expenses to turnover – 1.30% – perhaps the lowest in any organization in the country. With 33 Area Depots and 3400 Unit-Run-Canteens (URCs), the CSD serves the services in all the parts of the country – from Ladakh in the north, Tamil Nadu and Kerala in the south, Nagaland in the east, Rajasthan in the west, and even Port Blair. Government transports are frequently used to transport CSD goods to the canteens to keep the operating cost to the minimum.The CSD maintains an inventory of 2800 items that cover a wide range, from shoelaces to cars. The CSD has 'Bi-annual Sales cum-After-Sales Melas' at its Area Depots which includes items not in the CSD's inventory. Unit commanders however are free to negotiate with the local manufacturers and dealers to include any item of their choice to maximize sale to the captive troops vis-a-vis profits. Canteen Stores Department under the Ministry of Defense is ever ready to provide soft loans to the CSD canteen outlets which are considered private entities. It caters not just to the services personnel and their families but also to GREF, NCC Units at Group HQ level, TA units, CDA's staff, ordnance factories, Embarkation HQs, civilians paid from defence estimates and Para-military forces under operational/administrative control of the Army. Chief of Army Staffs over the years at the behest of Min of Defence (BOCCA) had published orders to allow many civilian staff  to run their own CSD canteens as those civilians are working very positively for the welfare of the troops. It is the only department in the Ministry of Defence where defence civilians are actually serving in forward and high altitude areas, shoulder to shoulder with the combatant personnel of the Armed Forces."
klass2,"Dwight Morrow High School is a four-year comprehensive public high school located in Englewood, New Jersey, United States, operating as part of the Englewood Public School District. The school also serves students from Englewood Cliffs, who attend as part of a sending/receiving relationship. The school has been accredited since 1928 by the Middle States Association of Colleges and Schools.Founded in 1932, the school is named after Dwight Morrow, a businessman, politician, and diplomat, who lived in the city who was also the father in law of aviator Charles Linbergh. The school shares its campus with the Academies@Englewood and Janis E. Dismus Middle School. Dwight Morrow & the Academies at Englewood are located east of Miller's Pond and share the same administration.  Janis E. Dismus Middle School, formerly Englewood Middle School, is located south of Millers Pond and operates independently.As of the 2012-13 school year, the school had an enrollment of 1,070 students and 94.0 classroom teachers (on an FTE basis), for a student–teacher ratio of 11.38:1. There were 372 students (34.8% of enrollment) eligible for free lunch and 54 (5.0% of students) eligible for reduced-cost lunch."
klass2,"Canyon Crest Academy (CCA) is a public high school in San Diego, California.  Founded in 2004, the school is a member of the San Dieguito Union High School District.  It is located near Cathedral Catholic High School and Torrey Pines High School in the Carmel Valley neighborhood."
klass2,Cape Cod Academy (commonly called CCA) is an independent coed college preparatory school for grades pre-kindergarten through 12.
klass2,"Dysart High School  (commonly DHS) is a coeducational public secondary school in El Mirage, Arizona, United States, serving students in grades 9–12."
klass2,"Capital Group is one of the world’s largest investment management organizations with assets of around one trillion USD under management. It comprises a group of investment management companies, including Capital Research and Management, American Funds, Capital Bank and Trust, Capital Guardian, and Capital International.  The firm was founded in 1931 by Jonathan Bell Lovelace."
klass2,"Capitol Christian Music Group (Capitol CMG) (formerly known as EMI Christian Music Group) is an American music group that, since 2013, is under the ownership of Universal Music Group, it is based in Brentwood, Tennessee. Capitol CMG is the leader in the Christian Gospel music industry.Capitol CMG is a multi-faceted company whose assets include such legendary labels as Sparrow and ForeFront Records as well as the industry's top distribution company and an award-winning, global leading publishing company.Capitol CMG features artists such as Chris Tomlin, TobyMac, Amy Grant, Michael W. Smith, CeCe Winans and Hillsong United. Capitol CMG gives artistic freedom to its artists."
klass2,"Capitol Hill Music is a Canadian independent record label, specializing in hip-hop and R&B music.The Toronto-based label was founded in the late 1990s by rapper Saukrates, and his manager Chase Parsons. In 1997, the label released Kardinal Offishall's debut album, Eye & I. Two years later, the label released Saukrates' debut album, The Underground Tapes. In the 2000s, Saukrates produced records for his group Big Black Lincoln, and R&B singer Andreena Mill."
klass2,"Capitol Music Group is an American-based front line umbrella label owned by Universal Music Group that oversees handling of record labels assigned to its Capitol Records division, and were inherited from its acquisition of EMI's recorded music catalog, save for Parlophone, which was sold to Warner Music in 2013. It is one of five umbrella labels owned by Universal Music—the other four being Interscope Geffen A&M, Island Records, Def Jam, and Republic Records."
klass2,"Eagle Hill School is a private co-educational college preparatory boarding school for students with learning disabilities and Attention Deficit Disorder in Hardwick, Massachusetts, established in 1967. Related, but independent schools of the same name were established in Greenwich and Southport, Connecticut, in 1975 and 1985, respectively."
klass2,"Eaglecrest High School is a public high school located in unincorporated Arapahoe County, Colorado, near the cities of Aurora and Centennial. Eaglecrest was the fourth high school to open in the Cherry Creek School District, and it is a member of the 5A Centennial League. The school initially opened serving Grades 7-10, and subsequently transitioned to a traditional 9-12 high school."
klass2,"Earl Wooster High School , or WoosterHigh School (WHS), is a public secondary school in Reno, Nevada that is a part of the Washoe County School District. Its mascot is the Colt and the school colors are scarlet, white, and silver. As of the 2010 school year, Wooster was ranked 177th on Newsweek magazine's list of the 1500 best U.S. high schools. It is currently part of the International Baccalaureate program."
klass2,"East Bakersfield High School is a high school located in Bakersfield, CA.East Bakersfield High School was built in 1938. It is the second oldest high school in Bakersfield, after Bakersfield High School."
klass2,"East Boston High School is a public high school located in the neighborhood of East Boston in Boston, Massachusetts. The school is part of the Boston Public Schools system."
klass2,"Cardinal Newman Catholic School, also referred to as   Newman or CNS is a Roman Catholic Secondary school and sixth form catering for pupils aged between 11 and 18, located in the Warden Hills area of Bedfordshire, England. Opened in September 1969, the current Head is Mr Joe Richardson, with the deputy heads being Mrs Fleur Musonda, Mrs Lucy Whelan and Mr Garrett Fay. There are currently over 1400 students on roll. The school is named after the famous cardinal of the Roman Catholic Church, Blessed John Henry Newman.Being the only Roman Catholic secondary school in the whole of Luton, the school is constantly oversubscribed with over 400 applicants yearly, yet with only 242 places to offer. Cardinal Newman is also currently the only secondary school in Luton to have its own sixth form, and this has over 150 places to offer students from both inside and outside the school. The current Head of Sixth Form is  Mrs Gail Hickman."
klass2,"Cardinal Newman Catholic School is an 11–18 voluntary aided comprehensive school located in Hove, East Sussex, England. It is the only church aided secondary school in Brighton & Hove. The Head Teacher is Dr James Kilmartin."
klass2,"Cardinal Newman Catholic School and Community College is a secondary school in Keresley, Coventry, England. It is one of the three Catholic secondary schools based in Coventry."
klass2,"Cardinal Newman College is a Catholic sixth form college close to the centre of Preston.The College was graded ""outstanding"" by Ofsted in May 2009. The College was then granted ""Beacon college"" status by the Learning and Skills Improvement Service in November 2010.The College was ranked as the best sixth form college in England according to the Sunday Times' analysis of A-level performance for 2011. With nine other high-performing sixth form colleges, the College was a founder-member of the Maple Group of colleges in March 2013.The College has undergone significant new build and refurbishment since 2008. This has included the addition of the newly built St Cecilia’s Building in 2009, the acquisition of the St Augustine’s Centre in 2010 and the St Francis Building in 2015, situated next to the St Mary's Building."
klass2,"Cardinal Newman High School is a diocesean, Roman Catholic middle and high school in Forest Acres, South Carolina, located in the Roman Catholic Diocese of Charleston."
klass2,"Cardinal Newman High School, also commonly referred to as Cardinal Newman or simply Newman, is a private Catholic coeducational secondary school located in West Palm Beach Florida, USA.  It is located in the Roman Catholic Diocese of Palm Beach.  Founded in September 1961, and named for the Cardinal John Henry Newman, it is one of two private Catholic high schools in Palm Beach County, Florida. In 2005, Cardinal Newman was the first Catholic high school in Florida, and one of only a dozen in America, to offer the International Baccalaureate Diploma Programme."
klass2,"East Bridgewater High School is a public secondary school located at 11 Plymouth Street in East Bridgewater, Massachusetts. The school serves students in grades 9-12 and has an approximate enrollment of 675 students. The schools colors are Navy, Gold & White and the school mascot is the Vikings."
klass2,"For other schools named Brunswick High School see Brunswick High School (disambiguation).East Brunswick High School is a comprehensive public high school serving students in tenth through twelfth grades in East Brunswick Township, in Middlesex County, New Jersey, operating as part of East Brunswick Public Schools. The school was recognized by the National Blue Ribbon Schools Program in the 1990-91 school year. It has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1965.  The school motto is ""Excellence with Honor and Integrity.""As of the 2012-13 school year, the school had an enrollment of 2,202 students and 164.0 classroom teachers (on an FTE basis), for a student–teacher ratio of 13.43:1. There were 185 students (8.4% of enrollment) eligible for free lunch and 61 (2.8% of students) eligible for reduced-cost lunch."
klass2,"Carey Baptist Grammar School (commonly known as Carey) is an independent, co-educational,  Christian, international, day school consisting of four campuses in Victoria, Australia - Kew (Kindergarten-Year 12), Donvale (Kindergarten-Year 6), the Carey Sports Complex in Bulleen and an outdoor education camp near Paynesville in eastern Gippsland called Carey Toonallook. Founded in 1923 by the Rev. L.E. Tranter, the school has a non-selective enrolment policy and currently caters for approximately 2,250 students from Kindergarten to Year 12.Carey is affiliated with the Junior School Heads Association of Australia (JSHAA), the Association of Heads of Independent Schools of Australia (AHISA), the Association of Independent Schools of Victoria (AISV), and has been a member of the Associated Public Schools of Victoria (APS) since 1958. The school has offered the International Baccalaureate (IB) since June 1997."
klass2,"Carleton School was a college preparatory boarding school in Massachusetts.  It was formed by Isaac N. Carleton in 1866, originally located in Medford.  It was relocated to Bradford in 1884. The school continued teaching until about 1901.  The facilities still exist in Bradford, operating as an apartment."
klass2,"East Greenwich High School is a public secondary school located in East Greenwich, Rhode Island, U.S.The school serves students in grades 9-12 in the East Greenwich Public Schools system. East Greenwich is the wealthiest town in Rhode Island, and EGHS is the highest performing high school in the state. It is the only school in the country with the mascot, the ""Avengers"".  East Greenwich High School was ranked 824 on Newsweek's list of America's Top 1,000 high schools out of approximately 31,700 high schools in the United States. It was the only public high school in Rhode Island to make the list."
klass2,"East High School was a public high school located in Cleveland, Ohio.  It is part of the Cleveland Metropolitan School District. East's sports teams are nicknamed the Blue Bombers. The school gymnasium suffered a roof collapse in 2000. On June 10, 2010 East High was closed by the 2010 Academic Transformation Plan that was issued by the Cleveland School System.     East High School utilized a small school concept.  The three small schools once housed on East's Campus were:School of Applied Science and TechnologyAcademy of Creative ExpressionInstitute of Business, Law and Technology↑ 1.0 1.1 1.2 1.3 1.4 1.5 ↑ ↑"
klass2,"Duluth East High School, also known as East High School, is a public secondary school in Duluth, Minnesota. It educates students in grades nine through twelve. It first opened its doors in 1927, as a junior high school. In 1950, it became a senior high school to serve the growing student population.Situated in a residential neighborhood in eastern Duluth, Duluth East currently serves about 1,600 students."
klass2,"East High School is one of thirteen public high schools in Pueblo, Colorado, United States. It offers the International Baccalaureate program. It is a part of Pueblo City Schools."
klass2,"Carlson Wagonlit Travel (CWT) is a privately held travel management company owned by Carlson Companies that handles both business and leisure clients.It operates in 174 countries and territories, with 22,000 employees. According to Business Travel News Online.com, in 2007, CWT surpassed American Express Business Travel and became the world's largest business travel management company. The company has $27.8 billion in annual sales (including joint ventures) in 2008, from 55 million transactions."
klass2,"Carlton & United Breweries is an Australian brewing company based in Abbotsford, a suburb of Melbourne, Victoria. In 1983 it became a wholly owned subsidiary of Elders IXL and CUB was delisted. In 1990, Elders IXL was renamed as Foster's Group, and in July 2004, CUB changed its name to Carlton & United Beverages. In February 2009, Foster's announced the decision to separate the Australian Wine division from the Australian Beer, Cider & Spirits (BCS) division, and rename BCS to Carlton & United Breweries.CUB produces many of Australia's most successful beverages, including Australia's best selling beer, Victoria Bitter.In December 2011, South African owned brewer SAB Miller acquired Foster's Group, and took over ownership of Carlton & United Breweries as part of the acquisition."
klass2,Carlyle Works was an English builder of bus and coach bodywork based in Egbaston.
klass2,"East Liverpool High School is a public high school in East Liverpool, Ohio.  It is the only high school in the East Liverpool City School District. It was just renovated. Their sports teams are called the Potters, and are members of the Ohio Valley Athletic Conference, or OVAC. They are also members of the Ohio High School Athletic Association.Beginning with the 2010-2011 school year, middle school grades 7 and 8 were moved into the building and the school is now officially known as East Liverpool Junior/Senior High School. However, many still generally refer to it by its original name."
klass2,"East Longmeadow High School is a public high school located in East Longmeadow, Massachusetts. It is the only secondary school in the East Longmeadow School District. It enrolls approximately 800 students."
klass2,"Carnegie Investment Bank AB is a Swedish financial services group with activities in securities brokerage, investment banking, asset management and private banking.Founded in 1803, Carnegie is headquartered in Stockholm with offices across the Nordic region, as well as in London, New York, Luxembourg and Geneva. The company has market leading positions in equities research and brokerage, corporate finance advisory  and private wealth management. Carnegie’s customers include institutional investors, corporates, financial institutions, private equity firms, governments and high-net-worth individuals. In 2008 Carnegie had revenues of SEK 2.7 billion and as of 31 December 2008 assets of SEK 14.8 billion. Assets under management amounts to SEK 110 billion and the number of employees is approximately 900 as of 3 September 2010.In the wake of the economic crisis of 2008 Carnegie Investment Bank AB was nationalized on November 10, 2008. In May 2009, the bank was acquired in a joint venture by the private equity company Altor Equity Partners and the investment company Bure Equity. The ambition is to re-establish Carnegie as the leading independent investment bank in the Nordic region."
klass2,"East Meadow High School is a public high school in the East Meadow school district. East Meadow High School was founded in 1953, as part of what is now the third-largest school district in New York State. There are approximately 1,650 students in grades 9−12. Approximately 88% of 2007's graduating class continued their education – with 60% going on to four-year colleges and 27% to two-year colleges."
klass2,"East Providence High School is a public high school located in East Providence, Rhode Island. It instructs grade levels 9 through 12 and is operated by the East Providence School Department. As of the 2014-15 year, there was an approximate student population of 1,500 students."
klass2,"East Side High School is a four-year public high school in Newark in Essex County, New Jersey, United States, operating as part of the Newark Public Schools. The school serves the city's Ironbound neighborhood. The school has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1929.As of the 2012-13 school year, the school had an enrollment of 1,479 students and 119.0 classroom teachers on a full-time equivalent basis, for a student–teacher ratio of 12.43:1. There were 1,130 students (76.4% of enrollment) eligible for free lunch and 140 (9.5% of students) eligible for reduced-cost lunch.The planned opening date for the school was February 1, 1911, which was delayed to April 1, 1911, with about 250 students beginning classes at was initially called the East Side Commercial and Manual Training High School.The principal is Dr. Mario Santos"
klass2,"East Valley High School (also known as EVHS) is a large public high school located in Spokane Valley, Washington at the corner of Sullivan and Wellesley. East Valley provides educational opportunities to approximately 1,400 students in grades 9-12. Located on a scenic 40-acre (160,000 m2) site, the high school campus includes athletic fields, two gyms, six tennis courts, a track, and a fitness center."
klass2,"Eastchester High School is located in Westchester County, New York in the town of Eastchester. It is a former U.S. Department of Education Blue Ribbon school   with approximately 905 students. Graduates have gained acceptance to schools  such as Brown, Bucknell, Carnegie Mellon, Columbia, Cornell, Dartmouth, Drexel, Georgetown, Harvard, Northwestern, Notre Dame, University of Pennsylvania, and Princeton.  Eastchester High School is accredited by the New York State Board of Regents and the Middle States Association of Colleges and Schools."
klass2,"Cascade is a sports manufacturer based in Liverpool, New York. It manufacturers both youth and men's lacrosse helmets, and women's lacrosse/field hockey eyewear. The company was founded by Bill Brine (part of the Brine family that founded Brine, Corp.) in 1986.  It currently has five lines of helmets for men's lacrosse: CS (youth), CPV, CPV-R, CPX-R and R. All helmets excepting the R meet or exceed NOCSAE standards. For women's lacrosse and field hockey it currently has 4 lines of eyewear: IRIS, MiniPro, PolyPro and PolyAir. The Iris and the MiniPro both meet the standard required by NFHS for field hockey.  Cascade sponsors the MLL.In 2012, Bauer acquired Cascade."
klass2,"Eastside High School (or EHS) is a four-year public high school in Paterson in Passaic County, New Jersey, United States, that serves the eastern section of Paterson. EHS, which serves grades students in ninth through twelfth grades, operates as part of the Paterson Public Schools. The school has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1928.The Eastside campus hosts three separate academy programs that operate independently but share a facility and athletic programs: School of Information Technology @ Eastside, School of Government & Public Administration @ Eastside and the School of Culinary Arts, Hospitality & Tourism @ Eastside.Eastside High School opened on February 1, 1926. The school mascot is the Ghost."
klass2,"Cascade Investment, LLC is an American holding and investment company headquartered in Kirkland, Washington, United States. It is controlled by Bill Gates, and managed by Michael Larson. More than half of Gates' fortune is held in assets outside his holding of Microsoft shares. Cascade is the successor company to Dominion Income Management, the former investment vehicle for Gates' holdings, which was managed by Andrew Evans."
klass2,"Eastwood High School is a high school in the city of El Paso, Texas, USA."
klass2,"Casey's General Stores, Inc., is a chain of convenience stores in the Midwestern United States, primarily within the states of Iowa, Illinois, Indiana, Missouri, South Dakota, North Dakota, Minnesota, Kansas and Nebraska. The company is headquartered in Ankeny, Iowa; a suburb of Des Moines."
klass2,"Caterpillar Inc., is an American corporation which designs, manufactures, markets and sells machinery, engines, financial products and insurance to customers via a worldwide dealer network. Caterpillar is the world's  leading manufacturer of construction and miningequipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives. With more than US$89 billion in assets, Caterpillar was ranked number one in its industry and number 44 overall in the 2009 Fortune 500.Caterpillar stock is a component of the Dow Jones Industrial Average.Caterpillar Inc. traces its origins to the 1925 merger of the Holt Manufacturing Company and the C. L. Best Tractor Company, creating a new entity, the California-based Caterpillar Tractor Company. In 1986, the company re-organized itself as a Delaware corporation under the current name, Caterpillar Inc. Caterpillar's headquarters are located in Peoria, Illinois, United States.Caterpillar machinery is recognizable by its trademark ""Caterpillar Yellow"" livery and the ""CAT"" logo."
klass2,"Cell Signaling Technology, Inc. (CST) is a private company that develops and produces antibodies, ELISA kits, ChIP kits, proteomic kits, and other related regents used to study the cell signaling pathways that impact human health. CST maintains an in-house research program, particularly in the area of cancer research, and has published scientific papers in many peer-reviewed journals."
klass2,"Centennial Communications and its subsidiaries (Centennial Wireless and Centennial de Puerto Rico) provide wireless and broadband telecommunications services to wireless telephone subscribers in the United States, Puerto Rico, and the U.S. Virgin Islands. On March 13, 2007 Centennial Communications completed the sale of Centennial Dominicana to Trilogy International Partners for approximately $80 million in cash."
klass2,"CenterPoint Energy is a Fortune 500 electric and natural gas utility serving several markets in the U.S. states of Arkansas, Louisiana, Minnesota, Mississippi, Oklahoma, and Texas. It was formerly known as Reliant Energy (from which it is now separated), NorAm Energy, Houston Industries, and HL&P. The company is headquartered in the CenterPoint Energy Tower at 1111 Louisiana Street in Downtown Houston. Some of its notable subscribers include Retail Electric Providers (REPs), such as Reliant Energy, Champion Energy, Dynowatt, Ambit Energy, Texas Power, Bounce Energy, MXenergy, Direct Energy, Stream Energy, First Texas Energy Corporation, Gexa Energy Cirro Energy, and Kona Energy."
klass2,"The Center for Community Self-Help (Self-Help) is a community development lender and real estate developer.  It was founded in Durham, North Carolina in 1980.  Self-Help is one of the largest community development financial institutions in the United States, and a leader in profitably lending to underserved borrowers and communities.Self Help's mission is to create and protect ownership and economic opportunity for minority, women-headed, rural and low-wealth families through home and small business lending.  To date over $5.5 billion has been disbursed to these target groups.  Self-Help operates from regional offices in Asheville, Charlotte, Durham, Fayetteville, Greensboro, Greenville, Wilmington and Wilson, as well as in Washington, D.C."
