"s","o"
"http://dbpedia.org/resource/Barnard_River","Barnard River, a perennial river of the Manning River catchment, is located in the Northern Tablelands and Mid North Coast districts of New South Wales, Australia."
"http://dbpedia.org/resource/Barnaul","Barnaul (Russian: Барнаул; IPA: [bərnɐˈul]) is a city and the administrative center of Altai Krai, Russia, located along the Ob River in the West Siberian Plain. At the end of 2014, the city had a population of around 700,000 people. The population of the Barnaul metropolitan area is estimated to be over 1.14 million."
"http://dbpedia.org/resource/Barnawartha,_Victoria","Barnawartha is a small town located on the Hume Highway in regional north-east Victoria, Australia, approximately 299 kilometres (186 mi) from Melbourne on the banks of Indigo Creek which runs into the Murray River to the north.Gustav and William Baumgarten were large land owners in Barnawartha prior to the township being settled. After serving prison time for supplying horses to the infamous Ned Kelly, William developed a large winery called Bogong, on the Murray River.The township was surveyed and settled in 1860, the Post Office opening on 1 August 1860.The town contains a few historic buildings, such as the perpetually renovated general store and Cheesely's Bootmakers shop (now used to store hay) a recently burnt and rebuilt pub, and a post office which historians believe to be built of the same white weatherboard that was used to construct the Taj Mahal.Barnawartha has an Australian Rules football team competing in the Tallangatta & District Football League.Golfers play at the Barnawartha Golf Club at the Havelock Street Recreation Reserve."
"http://dbpedia.org/resource/Barnes_Bay,_Tasmania","Barnes Bay is both a geographical feature and a small township  near the northern end of Bruny Island, Tasmania.  During the early 19th century it was a centre for the firewood trade to Hobart and later the fruit industry, mostly apples and pears.  It is now mostly a centre for the tourist industry and light grazing.Barnes Bay Post Office opened on 20 October 1851 and closed in 1969 (though known as Kelly's Point from 1853 until 1906).During the 1919 influenza epidemic Barnes Bay was used as a quarantine location for putting infected passengers off ships"
"http://dbpedia.org/resource/Barney_Point,_Queensland","Barney Point is a beachside suburb of Gladstone, Queensland, Australia within the local government area of Gladstone Region. In the 2011 census, Barney Point had a population of 1,156 people."
"http://dbpedia.org/resource/Barnowiec,_Lesser_Poland_Voivodeship","Barnowiec [barˈnɔvʲɛt͡s] (Ukrainian: Барновець, Barnovets’) is a village in the administrative district of Gmina Łabowa, within Nowy Sącz County, Lesser Poland Voivodeship, in southern Poland. It lies approximately 7 kilometres (4 mi) west of Łabowa, 14 km (9 mi) south-east of Nowy Sącz, and 86 km (53 mi) south-east of the regional capital Kraków."
"http://dbpedia.org/resource/Barnsley,_New_South_Wales","Barnsley is a township in New South Wales, Australia, 21 kilometres (13 mi) west of Newcastle's central business district. It is a suburb of the City of Lake Macquarie local government area."
"http://dbpedia.org/resource/Barog","Barog is a small hill station in Solan district in the Indian state of Himachal Pradesh."
"http://dbpedia.org/resource/Barooga","Barooga is a border town in the Riverina region of New South Wales, Australia, situated just north of the Murray River which forms the border withVictoria in the Berrigan Shire local government area. Its twin town of Cobram is located on the south side of the Murray River. Barooga's population is currently 1,498. At the 2011 census, Cobram had a population of 6,018.Barooga is a mainly residential area and most of its commercial and industrial needs are met in its twin town of Cobram."
"http://dbpedia.org/resource/Barossa_Reservoir","Barossa Reservoir is a reservoir in South Australia, built between 1899 and 1902 to supply water to Gawler and other northern country areas. Built at a cost of almost £170,000 the reservoir was hailed on completion as an engineering marvel, and at a total of 36 metres, was the highest in Australia. The thin arch of the dam retaining wall, curved against the pressure of the water, was an innovation considered radical, and attracted the Reservoir international attention. It was featured in the Scientific American and caused the American Engineers News to remark that its ""boldness of design deserves to rank with the most famous dams in the world"". Nowadays, the dam is notable for its parabola effect, where a voice can be heard clearly from one side to the other — over 140 metres, end to end. This unusual acoustic phenomenon is a popular tourist attraction, and has earned the dam the title ""Whispering Wall"" (see Whispering gallery).During construction large stones were used in the wall to save concrete and tram rails were used to reinforce the upper section. The Barossa Reservoir was formed by damming the Yettie Creek gorge in the northern Mount Lofty Ranges, a feat that took over 400 men. Its water comes through a two-kilometre tunnel, carved by horse power,  from the South Para River and Reservoir, and is supplemented by the Warren Reservoir and the River Murray. In addition to Gawler and country, a filtration plant constructed in 1982 allows the Reservoir to supply the Munno Para and Elizabeth areas. The dam's vegetated surrounds are also protected.Aside from its Acoustic attraction, the Whispering Wall offers great views of both the Barossa Reservoir and the surrounding, well-preserved natural bounty. The area abounds in thick scrub, tall red gums, and pines, and a flourishing bird and animal life. It is a popular destination for picnics and bird-watching.Capacity: 4,515 megalitresLength of wall: 144 mHeight of wall: 36 mdepth at wall: 28.6 mType of wall: Concrete arch↑ 1.0 1.1 ↑ 2.0 2.1 ↑ ↑ ↑"
"http://dbpedia.org/resource/Barossa_Valley","The Barossa Valley is a valley in South Australia located 60 km northeast of the Adelaide city centre and which is notable as a major wine-producing region and tourist destination. It is the valley formed by the North Para River, and the Barossa Valley Way is the main road through the valley, connecting the main towns on the valley floor of Nuriootpa, Tanunda, Rowland Flat and Lyndoch."
"http://dbpedia.org/resource/Barovo","Barovo is in the southern region of the Demir Kapija Municipality.  It is a point on many searchable satellite or internet maps.  Barovo is settled in a wooded area, rather isolated on a road to the south of the town of Demir Kapija past the church.  Barovo is the second inhabited village on this road to Konopiste.  The village church, built in 1908 unfortunately has fallen due to lack of inhabitants to care for it. Many Demir Kapija residents still use the land in or near Barovo to cultivate grapes.  Some families still have a house standing there but there are very few villagers who are there nonstop."
"http://dbpedia.org/resource/Baroševac","Baroševac (Serbian: Барошевац) is a village situated in Lazarevac municipality in Serbia."
"http://dbpedia.org/resource/Barpathar","Barpathar is a town and a town area committee in Golaghat district  in the state of Assam, India."
"http://dbpedia.org/resource/Barraba,_New_South_Wales","Barraba /ˈbærəbə/ is a town in the New England region of northern New South Wales, Australia.  It was formerly the centre of Barraba Shire local government area, but most of this, including Barraba, was absorbed into Tamworth Regional Council in 2004. On Census night 2011, Barraba had a population of 1,150 people. It is part of the Bundarra-Barraba Important Bird Area which is important for the conservation of the endangered Regent Honeyeater.The town was the termination point for the Barraba branch railway line until it was closed."
"http://dbpedia.org/resource/Barrackpore","Barrackpore, or Barrackpur, is the headquarters of the Barrackpore subdivision in the North 24 Parganas district, and is situated in North Kolkata. Barrackpore is a part of the area covered by the Kolkata Metropolitan Development Authorityin the Indian state of West Bengal. Historically, the town was a military and administrative center under British rule, and was the scene of several acts of rebellion against Britain during the 19th century. The oldest cantonment in India and the Police Training Academy in West Bengal are both located in Barrackpore. Barrackpore is also the seat for the Sub-Divisional Court of Northern 24 Parganas District. The Barrackpore Police Commissionerate is responsible for law enforcement in the city."
"http://dbpedia.org/resource/Barrington_River_(New_South_Wales)","Barrington River, a perennial river of the Manning River catchment, is located in the Upper Hunter district of New South Wales, Australia."
"http://dbpedia.org/resource/Barringun,_Queensland","Barringun is a rural district in Paroo Shire, Queensland, Australia, on the border with New South Wales. Barringun is also the capital of the self-proclaimed Murrawarri Republic."
"http://dbpedia.org/resource/Barrow_Creek,_Northern_Territory","Barrow Creek is a very small town, current population of 11, in the southern Northern Territory of Australia. It is located on the Stuart Highway, about 280 km north of Alice Springs, about half way from there to Tennant Creek. The main feature of the town is the roadhouse/hotel. A number of mining companies are currently exploring in the area, although none of the current residents are involved in the mining industry."
"http://dbpedia.org/resource/Barrow_Island_(Western_Australia)","Barrow Island is a 202 km2 (78 sq mi) island 50 kilometres (31 mi) northwest off the Pilbara coast of Western Australia. The island is the second largest in Western Australia after Dirk Hartog Island."
"http://dbpedia.org/resource/Barru_Regency","Barru Regency is a regency of South Sulawesi Province of Indonesia. The principal town lies at Barru."
"http://dbpedia.org/resource/Barrydale","Barrydale is a village located on the border of the Overberg and Klein Karoo regions of the Western Cape Province in South Africa. Named after James Barry, it is situated at the northern end of the Tradouw's pass which winds its way through the mountains to Swellendam."
"http://dbpedia.org/resource/Barrytown","Barrytown is a town in the West Coast region of New Zealand's South Island.  Barrytown sits on State Highway 6 and is 21 kilometres (13 mi) north of Runanga. Punakaiki is 16 kilometres (10 mi) further north. The town is near the southern end of Pakiroa Beach.The population of Barrytown and its surrounds was 225 in the 2006 Census, an increase of 33 from 2001.Barrytown was settled in the 1860s and was a centre for gold dredging.Barrytown School is a coeducational full primary (years 1–8) school with a decile rating of 4 and a roll of 13."
"http://dbpedia.org/resource/Barsana","Barsana (Hindi: बरसाना), Barsana Dham or Varsana (alt. spelling) is a town and a nagar panchayat in the Mathura district of the state of Uttar Pradesh, India."
"http://dbpedia.org/resource/Barsin","Barsin is a village in Khyber Pakhtunkhwa province of Pakistan. It is located at 34°5'45N 73°7'30E with an altitude of 1112 metres (3651 feet)."
"http://dbpedia.org/resource/Barskon","Barskon, Barskoon or Barskaun, ancient Barsgan, Barskhan or Barsqan (Russian: Барскон; Kyrgyz: Барскоон; Persian: بارسغان‎‎) is a small settlement on the southern shore of Lake Issyk Kul in the Issyk Kul Province of Kyrgyzstan. It is on the A363 highway between Bokonbaevskoe to the west and Kyzyl-Suu to the east."
"http://dbpedia.org/resource/Barsoi","Barsoi is headquarters of a subdivision in Katihar district in the state of Bihar, India.It is an important railway junction under Katihar division Northeast Frontier Railway zone of Indian Railways.Barsoi Junction connects four routes as in the north Siliguri Junction on broad gauge and New Jalpaiguri Junction on broad gauge, on broad gauges Radhikapur near Bangladesh border on east and Katihar Junction on west and on south Kumedpur Junction, Kolkata.Surjapuri is the main language spoken in Barsoi. Hindi, Bengali and Surjapuri are other languages of Barsoi. Movies are shot in the Shurjapuri language."
"http://dbpedia.org/resource/Barszcze","Barszcze [ˈbarʂt͡ʂɛ] is a village in the administrative district of Gmina Bargłów Kościelny, within Augustów County, Podlaskie Voivodeship, in north-eastern Poland. It lies approximately 4 kilometres (2 mi) south-west of Bargłów Kościelny, 18 km (11 mi) south-west of Augustów, and 76 km (47 mi) north of the regional capital Białystok.The village has a population of 130."
"http://dbpedia.org/resource/Barszczowa_Góra","Barszczowa Góra [barʂˈt͡ʂɔva ˈɡura] is a village in the administrative district of Gmina Nowinka, within Augustów County, Podlaskie Voivodeship, in north-eastern Poland. It lies approximately 4 kilometres (2 mi) north of Nowinka, 13 km (8 mi) north of Augustów, and 96 km (60 mi) north of the regional capital Białystok.The village has a population of 70."
"http://dbpedia.org/resource/Barszczówka","Barszczówka [barʂˈt͡ʂufka] is a village in the administrative district of Gmina Turośń Kościelna, within Białystok County, Podlaskie Voivodeship, in north-eastern Poland. It lies approximately 5 kilometres (3 mi) north-west of Turośń Kościelna and 13 km (8 mi) south-west of the regional capital Białystok.The village has a population of 150."
"http://dbpedia.org/resource/Bartki,_Braniewo_County","Bartki [ˈbartki] (German: Bartken) is a village in the administrative district of Gmina Lelkowo, within Braniewo County, Warmian-Masurian Voivodeship, in northern Poland, close to the border with the Kaliningrad Oblast of Russia. It lies approximately 5 kilometres (3 mi) south-west of Lelkowo, 25 km (16 mi) east of Braniewo, and 61 km (38 mi) north of the regional capital Olsztyn.Before 1945 the area was part of Germany (East Prussia). Following World War II the native German populace was expelled and replaced by Poles."
"http://dbpedia.org/resource/Bartki,_Nidzica_County","Bartki [ˈbartki] (German: Bartkenguth) is a village in the administrative district of Gmina Kozłowo, within Nidzica County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 8 kilometres (5 mi) east of Kozłowo, 9 km (6 mi) south of Nidzica, and 56 km (35 mi) south of the regional capital Olsztyn.The village has a population of 198."
"http://dbpedia.org/resource/Bartków,_Świętokrzyskie_Voivodeship","Bartków [ˈbartkuf] is a village in the administrative district of Gmina Zagnańsk, within Kielce County, Świętokrzyskie Voivodeship, in south-central Poland. It lies approximately 2 kilometres (1 mi) west of Zagnańsk and 11 km (7 mi) north of the regional capital Kielce.The village has a population of 572."
"http://dbpedia.org/resource/Bartne","Bartne [ˈbartnɛ] (Ukrainian: Бортне, Bortne) is a village in the administrative district of Gmina Sękowa, within Gorlice County, Lesser Poland Voivodeship, in southern Poland, close to the border with Slovakia. It lies approximately 11 kilometres (7 mi) east of Sękowa, 16 km (10 mi) south-east of Gorlice, and 115 km (71 mi) south-east of the regional capital Kraków.The village has a population of 190."
"http://dbpedia.org/resource/Bartniki,_Podlaskie_Voivodeship","Bartniki [bartˈniki] is a village in the administrative district of Gmina Lipsk, within Augustów County, Podlaskie Voivodeship, in north-eastern Poland, close to the border with Belarus. It lies approximately 10 kilometres (6 mi) north-east of Lipsk, 37 km (23 mi) east of Augustów, and 78 km (48 mi) north of the regional capital Białystok."
"http://dbpedia.org/resource/Bartniki,_Przasnysz_County","Bartniki [bartˈniki] is a village in the administrative district of Gmina Przasnysz, within Przasnysz County, Masovian Voivodeship, in east-central Poland. It lies approximately 3 kilometres (2 mi) north-east of Przasnysz and 91 km (57 mi) north of Warsaw."
"http://dbpedia.org/resource/Bartniki,_Warmian-Masurian_Voivodeship","Bartniki [bartˈniki] (German: Bleichenbarth) is a village in the administrative district of Gmina Kiwity, within Lidzbark County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 13 kilometres (8 mi) east of Lidzbark Warmiński and 40 km (25 mi) north-east of the regional capital Olsztyn.Before 1772 the area was part of Kingdom of Poland, 1772-1945 Prussia and Germany (East Prussia). Following World War II the native German populace was expelled and replaced by Poles."
"http://dbpedia.org/resource/Bartniki,_Żyrardów_County","Bartniki [bartˈniki] is a village in the administrative district of Gmina Puszcza Mariańska, within Żyrardów County, Masovian Voivodeship, in east-central Poland. It lies approximately 8 kilometres (5 mi) north-west of Puszcza Mariańska, 14 km (9 mi) west of Żyrardów, and 57 km (35 mi) south-west of Warsaw.The village has a population of 1,300."
"http://dbpedia.org/resource/Bartodzieje,_Pułtusk_County","Bartodzieje [bartɔˈd͡ʑejɛ] is a village in the administrative district of Gmina Obryte, within Pułtusk County, Masovian Voivodeship, in east-central Poland. It lies approximately 4 kilometres (2 mi) south-west of Obryte, 8 km (5 mi) east of Pułtusk, and 56 km (35 mi) north of Warsaw."
"http://dbpedia.org/resource/Bartodzieje,_Radom_County","Bartodzieje [bartɔˈd͡ʑejɛ] is a village in the administrative district of Gmina Jastrzębia, within Radom County, Masovian Voivodeship, in east-central Poland. It lies approximately 6 kilometres (4 mi) north-west of Jastrzębia, 15 km (9 mi) north of Radom, and 77 km (48 mi) south of Warsaw."
"http://dbpedia.org/resource/Bartosze","Bartosze [barˈtɔʂɛ] (German: Bartossen (1938-45:Bartendorf)) is a village in the administrative district of Gmina Ełk, within Ełk County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 7 kilometres (4 mi) west of Ełk and 117 km (73 mi) east of the regional capital Olsztyn.Before 1945 the area was part of Germany (East Prussia).The village has a population of 190."
"http://dbpedia.org/resource/Bartoszki","Bartoszki [barˈtɔʂki] is a village in the administrative district of Gmina Nidzica, within Nidzica County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 6 kilometres (4 mi) north-east of Nidzica and 45 km (28 mi) south of the regional capital Olsztyn.The village has a population of 330."
"http://dbpedia.org/resource/Bartoszowiny","Bartoszowiny [bartɔʂɔˈvinɨ] is a village in the administrative district of Gmina Nowa Słupia, within Kielce County, Świętokrzyskie Voivodeship, in south-central Poland. It lies approximately 5 kilometres (3 mi) south-west of Nowa Słupia and 30 km (19 mi) east of the regional capital Kielce.The village has a population of 270."
"http://dbpedia.org/resource/Bartoszówka,_Masovian_Voivodeship","Bartoszówka [bartɔˈʂufka] is a village in the administrative district of Gmina Żabia Wola, within Grodzisk Mazowiecki County, Masovian Voivodeship, in east-central Poland. It lies approximately 16 kilometres (10 mi) south of Grodzisk Mazowiecki and 37 km (23 mi) south-west of Warsaw."
"http://dbpedia.org/resource/Bartoszówka,_Łódź_Voivodeship","Bartoszówka [bartɔˈʂufka] is a village in the administrative district of Gmina Rzeczyca, within Tomaszów Mazowiecki County, Łódź Voivodeship, in central Poland. It lies approximately 6 kilometres (4 mi) north-east of Rzeczyca, 26 km (16 mi) north-east of Tomaszów Mazowiecki, and 62 km (39 mi) east of the regional capital Łódź."
"http://dbpedia.org/resource/Bartołdy","For the composer, see Jakob Ludwig Felix Mendelssohn Bartholdy. For other persons with that surname, see Bartholdy.Bartołdy [barˈtɔu̯dɨ] is a village in the administrative district of Gmina Krasne, within Przasnysz County, Masovian Voivodeship, in east-central Poland. It lies approximately 6 kilometres (4 mi) south of Przasnysz and 84 km (52 mi) north of Warsaw."
"http://dbpedia.org/resource/Bartołty_Małe","Bartołty Małe [barˈtɔu̯tɨ ˈmawɛ] (German: Klein Bartelsdorf) is a village in the administrative district of Gmina Barczewo, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 10 kilometres (6 mi) east of Barczewo and 23 km (14 mi) east of the regional capital Olsztyn.Before 1772 the area was part of Kingdom of Poland, 1772-1945 Prussia and Germany (East Prussia).The village has a population of 70."
"http://dbpedia.org/resource/Bartołty_Wielkie","Bartołty Wielkie [barˈtɔu̯tɨ ˈvʲɛlkʲɛ] (German: Groß Bartelsdorf) is a village in the administrative district of Gmina Barczewo, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 10 kilometres (6 mi) south-east of Barczewo and 21 km (13 mi) east of the regional capital Olsztyn.Before 1772 the area was part of Kingdom of Poland, 1772-1945 Prussia and Germany (East Prussia)."
"http://dbpedia.org/resource/Bartąg","Bartąg [ˈbartɔnk] (German: Bertung) is a village in the administrative district of Gmina Stawiguda, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 8 kilometres (5 mi) north-east of Stawiguda and 8 km (5 mi) south of the regional capital Olsztyn.While traditionally Prussian, with the Second Peace of Thorn in 1466 the area became part of the Kingdom of Poland until 1772, 1772-1945 Kingdom of Prussia and Germany (East Prussia).The village has a population of 1,000."
"http://dbpedia.org/resource/Bartążek","Bartążek [barˈtɔ̃ʐɛk] (German: Klein Bertung) is a village in the administrative district of Gmina Stawiguda, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 10 kilometres (6 mi) north-east of Stawiguda and 8 km (5 mi) south of the regional capital Olsztyn.Before 1772 the area was part of Kingdom of Poland, 1772-1945 Prussia and Germany (East Prussia)."
"http://dbpedia.org/resource/Bartın_Province","Bartın Province (Turkish: Bartın ili), a small province in northern Turkey on the Black Sea, surrounds the city of Bartın.  It lies to the east of Zonguldak Province.The town of Bartın contains a number of very old wooden houses in a style no longer extant in other places.Bartın province includes the ancient port town of Amasra (Amastris). This town stands on two small fortified islands and contains many interesting old buildings and restaurants."
"http://dbpedia.org/resource/Bartłomiejowice,_Lublin_Voivodeship","Bartłomiejowice [bartwɔmjɛjɔˈvit͡sɛ] is a village in the administrative district of Gmina Wąwolnica, within Puławy County, Lublin Voivodeship, in eastern Poland. It lies approximately 4 kilometres (2 mi) north-west of Wąwolnica, 16 km (10 mi) south-east of Puławy, and 33 km (21 mi) west of the regional capital Lublin.The village has an approximate population of 180."
"http://dbpedia.org/resource/Baruipur","Baruipur is a city and a municipality in South 24 Parganas district in the state of West Bengal, India. Baruipur is 25 km from Sealdah Station."
"http://dbpedia.org/resource/Baruun-Urt","Baruun-Urt (Mongolian: Баруун-Урт; ᠪᠠᠷᠠᠭᠤᠨ ᠤᠷᠲᠤ, west-long) is a town in eastern Mongolia and the capital of Sükhbaatar Province. The town with its vicinities creates a sum (district) of Sükhbaatar Province. The Baruun-Urt sum area is 59 km², population 15,549,  population density 265 per km² (2008). It forms an enclave within the surrounding Sükhbaatar sum.Tömörtiin Ovoo Zinc Mine lies about 13 km north of the town."
"http://dbpedia.org/resource/Barwadih","Barwadih is a census town in Latehar district  in the state of Jharkhand, India."
"http://dbpedia.org/resource/Barwaha","Barwaha is a municipality in Khargone district in the state of Madhya Pradesh, India. This is a beautiful town situated on the banks of the Narmada River.  It has got the largest CISF training campus in India and is also known for its bright students. Main  As of 2011 India census, Barwaha had a population of 33,559. Males constitute 52% of the population and females 48%. Barwaha has an average literacy rate of 74%, higher than the national average of 59.5%; with 56% of the males and 44% of females literate. 13% of the population is under 6 years of age. The city is surrounded by hundreds of very small villages and so is the main market area for those villages. On every Tuesday people from all these villages come to purchase their weekly required materials, whereas on Friday most of the shops remain closed."
"http://dbpedia.org/resource/Barwiki","Barwiki [barˈviki] is a village in the administrative district of Gmina Radziłów, within Grajewo County, Podlaskie Voivodeship, in north-eastern Poland. It lies approximately 4 kilometres (2 mi) south-east of Radziłów, 30 km (19 mi) south of Grajewo, and 58 km (36 mi) north-west of the regional capital Białystok."
"http://dbpedia.org/resource/Barwinek,_Podkarpackie_Voivodeship","Barwinek [barˈvʲinɛk] (Ukrainian: Барвінок, Barvinok) is a village in the administrative district of Gmina Dukla, within Krosno County, Subcarpathian Voivodeship, in south-eastern Poland, close to the border with Slovakia. It lies approximately 15 kilometres (9 mi) south of Dukla, 29 km (18 mi) south of Krosno, and 71 km (44 mi) south of the regional capital Rzeszów.The village has a population of 230."
"http://dbpedia.org/resource/Barwiny","Barwiny [barˈvinɨ] is a village in the administrative district of Gmina Gietrzwałd, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 9 kilometres (6 mi) south-east of Gietrzwałd and 14 km (9 mi) south-west of the regional capital Olsztyn.Before 1772 the area was part of Kingdom of Poland, 1772-1945 Prussia and Germany (East Prussia)."
"http://dbpedia.org/resource/Barwon_Downs","Barwon Downs is a town in Victoria, Australia.  The town is located in the foothills of the Otway Ranges, 151 kilometres (94 mi) south west of the state capital, Melbourne. The township was proclaimed on 10 May 1910.  (*dead link) At the 2006 census, Barwon Downs had a population of 167.The main industries in the area are agriculture, forestry and tourism.  The town has a church, tennis courts and public hall.  Barwon Downs also has a local Country Fire Authority (CFA) with members from the local community. Since the 1990s an aquifer in the Barwon Downs area have been used as a supply of water for Geelong in periods of drought."
"http://dbpedia.org/resource/Barwon_Heads,_Victoria","Barwon Heads is a coastal township on the Bellarine Peninsula, near Geelong, Victoria, Australia. It is situated on the west bank of the mouth of the Barwon River below Lake Connewarre, while it is bounded to the west by farmland, golf courses and the ephemeral saline wetland Murtnaghurt Lagoon. At the 2011 census, Barwon Heads had a population of 3,536."
"http://dbpedia.org/resource/Baryavan","Baryavan is a village in Badakhshan Province in north-eastern Afghanistan."
"http://dbpedia.org/resource/Barycz,_Brzozów_County","Barycz [ˈbarɨt͡ʂ] is a village in the administrative district of Gmina Domaradz, within Brzozów County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 14 kilometres (9 mi) north of Brzozów and 25 km (16 mi) south of the regional capital Rzeszów.The village has a population of 1,110."
"http://dbpedia.org/resource/Barycz,_Przemyśl_County","Barycz [ˈbarɨt͡ʂ] is a village in the administrative district of Gmina Stubno, within Przemyśl County, Subcarpathian Voivodeship, in south-eastern Poland, close to the border with Ukraine. It lies approximately 5 kilometres (3 mi) west of Stubno, 16 km (10 mi) north-east of Przemyśl, and 66 km (41 mi) east of the regional capital Rzeszów."
"http://dbpedia.org/resource/Barycz_Nowa","Barycz Nowa [ˈbarɨt͡ʂ ˈnɔva] is a village in the administrative district of Gmina Zwoleń, within Zwoleń County, Masovian Voivodeship, in east-central Poland. It lies approximately 8 kilometres (5 mi) south-east of Zwoleń and 111 km (69 mi) south-east of Warsaw.The village has a population of 317."
"http://dbpedia.org/resource/Barycz_Stara","Barycz Stara [ˈbarɨt͡ʂ ˈstara] is a village in the administrative district of Gmina Zwoleń, within Zwoleń County, Masovian Voivodeship, in east-central Poland. It lies approximately 8 kilometres (5 mi) south-east of Zwoleń and 110 km (68 mi) south-east of Warsaw."
"http://dbpedia.org/resource/Baryczka,_Masovian_Voivodeship","Baryczka [baˈrɨt͡ʂka] is a village in the administrative district of Gmina Przyłęk, within Zwoleń County, Masovian Voivodeship, in east-central Poland. It lies approximately 5 kilometres (3 mi) east of Przyłęk, 17 km (11 mi) east of Zwoleń, and 115 km (71 mi) south-east of Warsaw."
"http://dbpedia.org/resource/Baryczka,_Podkarpackie_Voivodeship","Baryczka [baˈrɨt͡ʂka] (Ukrainian: Баричка, Barychka) is a village in the administrative district of Gmina Niebylec, within Strzyżów County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 4 kilometres (2 mi) north of Niebylec, 10 km (6 mi) east of Strzyżów, and 18 km (11 mi) south of the regional capital Rzeszów."
"http://dbpedia.org/resource/Barylas","Barylas (Russian: Барылас; Yakut: Барылас) is a rural locality (a selo), the only inhabited locality, and the administrative center of Barylassky Rural Okrug of Verkhoyansky District in the Sakha Republic, Russia, located 502 kilometers (312 mi) from Batagay, the administrative center of the district. Its population as of the 2010 Census was 103, up from 90 recorded during the 2002 Census."
"http://dbpedia.org/resource/Barzilovica","Barzilovica (Serbian: Барзиловица) is a village situated in Lazarevac municipality in Serbia."
"http://dbpedia.org/resource/Barzykowo","Barzykowo [baʐɨˈkɔvɔ] is a village in the administrative district of Gmina Stawiski, within Kolno County, Podlaskie Voivodeship, in north-eastern Poland. It lies approximately 5 kilometres (3 mi) north-west of Stawiski, 13 km (8 mi) east of Kolno, and 77 km (48 mi) north-west of the regional capital Białystok.The village has a population of 195."
"http://dbpedia.org/resource/Barłogi,_Lublin_Voivodeship","Barłogi [barˈwɔɡi] is a village in the administrative district of Gmina Kurów, within Puławy County, Lublin Voivodeship, in eastern Poland. It lies approximately 4 kilometres (2 mi) north of Kurów, 17 km (11 mi) east of Puławy, and 33 km (21 mi) north-west of the regional capital Lublin.The village has a population of 140. Antoni Sułek - a professor of sociology of  University of Warsaw (UW) was born in Barłogi (1945)."
"http://dbpedia.org/resource/Basanti,_South_24_Parganas","Basanti is a town with a police station in Canning subdivision of South 24 Parganas district in the Indian state of West Bengal. The backward Basanti area is implementing various development programmes. The environment has been vitiated by occasional political clashes amongst the ruling Left Front partners."
"http://dbpedia.org/resource/Basaralu","""Basaralu"" town is located in Mandya district, Karnataka, India. It is home to the Mallikarjuna temple, an ornate example of Hoysala architecture, and is dedicated to Mallikarjuna,  another name for the Hindu god Shiva. This temple was built in 1234 A.D. by Harihara Nayaka, a commander under the Hoysala King Vira Narasimha II."
"http://dbpedia.org/resource/Basenj","Basenj is a village in Badakhshan Province in north-eastern Afghanistan."
"http://dbpedia.org/resource/Basgo","Basgo is a historical town situated on the bank of the Indus river in Ladakh. It was once an important cultural and political centre and is frequently mentioned in the Ladakhi Chronicles. It is known for its gompas such as Basgo Monastery and historical ruins."
"http://dbpedia.org/resource/Bash-Bulak","Bash-Bulak is a village in the Kara-Suu District of Osh Province of Kyrgyzstan. It is a center of Katta-Taldyk aiyl okmotu (rural community)."
"http://dbpedia.org/resource/Bash-Kaindy","Bash-Kaindy is a village in the Naryn Province of Kyrgyzstan.The town of Birlik is 4 miles (7 km) to the northeast, and At-Bashi is 5 miles (8 km) to the west."
"http://dbpedia.org/resource/Bash-Karakain","Bash-Karakain is a village in the Naryn Province of Kyrgyzstan.The town of Pogranichnik is 0.9 miles (1.4 km) to the east, and Orto-Karakain is 1.4 miles (2.3 km) to the northeast."
"http://dbpedia.org/resource/Bashanabad","Bashanabad is a village in Baharak District, Badakhshan Province in north-eastern Afghanistan."
"http://dbpedia.org/resource/Basharat","For the village in Azerbaijan, see Başarat.Basharat is a village and union council, an administrative subdivision, of Chakwal District in the Punjab Province of Pakistan, it is part of Choa Saidan Shah Tehsil."
