"s","o"
"http://dbpedia.org/resource/Susan_Seipel","Susan Seipel (born 4 April 1986) is an Australian para-canoeist who was a gold medallist at the 2015 ICF Canoe Sprint World Championships"
"http://dbpedia.org/resource/Susanne_Rydén","Susanne Ingegerd Rydén (born 2 October 1962) is a Swedish soprano who has been called ""Sweden's most renowned singer"". She specializes in early music and has performed across Europe and abroad."
"http://dbpedia.org/resource/Susmesh_Chandroth","Susmesh Chandroth (born April 1, 1977) is a Malayalam-language author from Kerala state, India."
"http://dbpedia.org/resource/Suvasish_Mukhopadhyay","Suvasish Mukhopadhyay is an Indian author and civil engineer, who is currently Associate Professor at the Department of Civil Engineering, College of Engineering, Pune.  Mukhopadhyay has authored a technical book on Fluid Mechanics and several non-fiction as well as fictional novels. The primary goal of his life is to inspire and enlighten the larger masses on achieving peace and happiness in life."
"http://dbpedia.org/resource/Svetlana_Spajić","Svetlana Spajić (Serbian Cyrillic: Светлана Спајић, born August 19, 1971, Loznica, Serbia) is a Serbian traditional singer, performer, pedagogue, cultural activist and translator. Apart from performing Serbian traditional music, she is known for cooperation with world-renowned artists like Marina Abramović and Robert Wilson.She sang in groups “Paganke”, “Moba”, “Drina”, “New Ritual Group”, “Žegar živi“, „Belo Platno“, “Pjevačka družina Svetlane Spajić” (Singing Company of Svetlana Spajić) and other.She is associate with International Cultural Network “Project Rastko” since its founding in 1997, “Radio Svetigora” and other cultural institutions. She had authored broadcasts dedicated to traditional culture."
"http://dbpedia.org/resource/Sébastien_Pan","Sébastien Pan (born 9 July 1984) is a French composer and musician, best known for his work on motion picture and animated TV series."
"http://dbpedia.org/resource/Tadao_Takashima","Tadao Takashima (高島 忠夫, Takashima Tadao, born 27 July 1930) is a Japanese actor. He has appeared in more than fifty films since 1952."
"http://dbpedia.org/resource/Tajudeen_Obasa","Tajudeen Adekunle Obasa, popularly known as Eniafe, is a Nigerian politician, human rights activist and a member of the Nigerian National Assembly representing Ojo constituency after he emerged winner at the 2015 elections in April under the platform of the People's Democratic Party."
"http://dbpedia.org/resource/Takashi_Matsunaga","Takashi Matsunaga (松永貴志, Matsunaga Takashi, born 1986), sometimes known professionally as Takashi, is a Japanese jazz pianist and composer."
"http://dbpedia.org/resource/Tania_Janco","Tania Janco (born October 4, 1955) is a Czech and Mexican artist, known for her painting and print work, especially in the illustration of children’s books. Her work has been recognized the Caravelle D’ora Prize in Italy and membership in the Salón de la Plástica Mexicana."
"http://dbpedia.org/resource/Tarunsagar","Muni Tarunsagar is famous for his Kadve Pravachan. He started a movement called Ahimsa Mahakumbh to stop the export of meat and leather from India. He opposed the High Court's order to impose ban on Sallekhana."
"http://dbpedia.org/resource/Tasha_Page-Lockhart","Tasha Page-Lockhart (born March 21, 1983 as Natasha Marie Page) is an American Christian R&B and urban contemporary gospel artist and musician. Page-Lockhart won the gospel singing competition, Sunday Best, that airs on BET, during season six. She started her music career, in 2014, with the release of Here Right Now by RCA Records and Fo Yo Soul Recordings. She saw her first studio album, Here Right Now, chart on two Billboard charts The Billboard 200 and the Top Gospel Albums."
"http://dbpedia.org/resource/Tatyana_Velikanova","Tatyana Mikhailovna Velikanova (Russian: Татья́на Миха́йловна Велика́нова, born 3 February 1932, died 19 September 2002) was a Russian mathematician and Soviet dissident. A prominent member of the human rights movement in the Soviet Union, she was for a long while an editor of A Chronicle of Current Events, its underground periodical. She also co-founded one of the very first human rights organizations in the Soviet Union, the Initiative Group on Human Rights in the USSR, sometimes known as the Action Group on Human Rights in the USSR. For nearly nine years she was in prison camp and exile as a political prisoner."
"http://dbpedia.org/resource/Tay_Walker","Taylor Walker (born November 27, 1992) also better known Tay Walker, is a soul musician and 1/5th of the band The Internet while touring. Taylor performs as a keyboardist and vocalist on the groups critically acclaimed ""Purple Naked Ladies"" LP as well as playing keyboards in the video for ""Objects In The Mirror"" from the album Watching Movies With The Sound Off by Mac Miller. In 2015 Tay Walker released his first debut album 25 Hours A Day independently."
"http://dbpedia.org/resource/Taylor_Wiebers","Taylor Alyssa Marie Wiebers (born April 24, 1994) is an American actress and beauty pageant titleholder from Clinton, Iowa, who was crowned Miss Iowa 2015. She competed  for the Miss America 2016 title in September 2015."
"http://dbpedia.org/resource/Ted_Gonder","Ted Gonder (born January 4, 1990) is an American entrepreneur and the co-founding CEO of Moneythink, a nonprofit organization dedicated to building the financial capability of young adults through technology-enhanced peer mentorship. Until July 2015, he was also a member of the U.S. President's Advisory Council on Financial Capability for Young Americans."
"http://dbpedia.org/resource/Teddy_Cruz","Teddy Cruz (born 1962 in Guatemala City, Guatemala) is an American architect, urbanist, and Professor in Public Culture and Urbanism in the Visual Arts Department at the University of California, San Diego.  Cruz studied at Rafael Landivar University in Guatemala City, Guatemala, California State Polytechnic University, San Luis Obispo, and the Harvard Graduate School of Design in Cambridge, Massachusetts. Cruz founded his architectural practice Estudio Teddy Cruz in San Diego, California in 1991 and co-founded (with Kyong Park) the Center for Urban Ecologies at University of California, San Diego, and in 2012 the Blum Cross-Border Initiative with political theorist Fonna Forman.  Cruz's architectural and artistic projects have been exhibited at internationally renowned venues, including: the Tijuana Cultural Center, Museum of Contemporary Art San Diego, Carnegie Museum of Art, Walker Art Center, San Francisco Art Institute, Casa de America in Madrid, Spain, and Small Scale, Big Change: New Architectures of Social Engagement at the Museum of Modern Art."
"http://dbpedia.org/resource/Teresa_Núñez","Teresa Mercedes del Carmen Núñez Cornejo (born 10 September 1965) is a Chilean public administrator and politician. Núñez is the Governor of Cardenal Caro Province since 2014."
"http://dbpedia.org/resource/The_Sajit_Poudel","Sajit PoudelAbout this sound Listen  (Nepali :सजित पौडेल, born June 12, 1997) also known as The Sajit Poudel (TSP) is a Nepali model. He started his modeling carrier on 2014, later on he signed with modeling agency New Nepali Models.He had done several research on Fashion and Style. Many photo shoots featuring Garden of DreamsNew Nepali Models. He had done many Commercial Advertisements. and Video Blogs are done by him."
"http://dbpedia.org/resource/Tigran_Maytesian","Tigran Maytesian (Russian: Тигран Дереникович Майтесян; born November 10, 1970) is an Armenian-born Russian-Belgian classical violinist, Doctor of Arts. He is a soloist and chamber musician, a professor, an artistic director of the International Festival des Minimes in Brussels, the International Festival Sint Carolus Borromeuskerk in Antwerp and the International Festival at the Cathédrale Notre-Dame-de-la-Treille de Lille, France, a scientific researcher and consultant who resides and works in Belgium."
"http://dbpedia.org/resource/Tilman_Baumgärtel","Tilman Baumgärtel (born 1966, Würzburg, Bavaria, Germany) is a German author, media theorist and journalist. He is currently professor of media theory at the University of Applied Sciences, Mainz."
"http://dbpedia.org/resource/Tim_Miller_(politician)","Tim Miller (born December 20, 1965) is a Minnesota politician and member of the Minnesota House of Representatives. A member of the Republican Party of Minnesota, he represents District 17A in the west-central Minnesota."
"http://dbpedia.org/resource/Tina_Tamashiro","Tina Tamashiro (玉城 ティナ, Tamashiro Tina, born October 8, 1997, in Okinawa Prefecture, Japan) is a Japanese model and idol who is represented by the talent agency, Dine and Indy."
"http://dbpedia.org/resource/ToddZero","Todd Gregory Olivas (born August 17, 1971), who goes by the stage name ToddZero, formerly, Todd 0, is a Christian musician, who primarily plays a contemporary Christian style of electronica music. His first studio album, Kid Heart, was released in 2013."
"http://dbpedia.org/resource/Tomi_Lahren","Tomi Lahren (b. August 11, 1992) is an American television host and conservative political commentator previously on One America News Network (OAN).  She was the host of On Point with Tomi Lahren, which started in August 2014.Lahren grew up in Rapid City, South Dakota and attended Central High School.  She graduated from University of Nevada, Las Vegas in 2014, where she studied journalism and media as well as political science.  Lahren also hosted and associate produced the political roundtable show, The Scramble for UNLV-Television.  She also interned for Republican congresswoman Kristi Noem, serving as the first intern for Congresswoman's Noem's Rapid City office.  Hoping to find an internship in political commentary, Lahren applied to OAN, obtained an interview, and was instead offered the opportunity to host her own show. She moved to San Diego, California and began working for OAN.  On Point debuted in August 2014.In July 2015, a video of her commentary concerning the 2015 Chattanooga shootings became a widely distributed video and garnered international press.  Prior to this event, Lahren caused a smaller wave of press attention in March 2015 when she appeared at the annual Conservative Political Action Conference, and deflected the stereotype of Republicans as ""old, rich, white males"" by comparing them to the top Democratic presidential candidates as ""Hillary, Elizabeth Warren, Joe Biden. Old, rich, white, and if the pantsuit fits ... male too?"""
"http://dbpedia.org/resource/Toni_Foster","Toni Foster (born October 16, 1971) is a former professional basketball player in the WNBA. She was the eighth pick in the 1997 WNBA Draft, being selected by the Phoenix Mercury."
"http://dbpedia.org/resource/Torbjörn_Sjöstrand","Torbjörn Sjöstrand (born 13 November 1954) is a Swedish theoretical physicist and a professor at Lund University in Sweden, where he also got his PhD in 1982. He is one of the main authors of PYTHIA, a program for generation of high-energy physics events. In 2012, he was awarded the Sakurai Prize by the American Physical Society."
"http://dbpedia.org/resource/Toshiya_Kakiuchi","Toshiya Kakuchi (born April 14, 1989) is a Japanese businessman. He is the founder and president of  Mirairo Incorporated. He is also the president of the Japan Universal Manners Association, which provides education and certification in universally applicable manners, with a particular focus on manners regarding persons with disabilities and the elderly."
"http://dbpedia.org/resource/Travis_Ryan_(musician)","Travis Ryan Collins (born August 3, 1983), who goes by the stage name Travis Ryan, is an American Christian musician. He released a studio album in 2012, Fearless, with Intergrity Music."
"http://dbpedia.org/resource/Trena_Trice-Hill","Trena Trice-Hill (born August 4, 1965) is an American former professional basketball player for the New York Liberty and current assistant coach at Columbia University."
"http://dbpedia.org/resource/Tuka_(rapper)","Tuka is an Australian hip hop artist. He is a member of Thundamentals and a previous member of Rumpunch and Connect 4. He is also a solo artist, having released three studio albums, and he co-produces his original music. He supported Horrorshow on their ""Listen Close"" tour and in late 2015 will tour Australia and the US on his first headline tour to support his album Life Death Time Eternal."
"http://dbpedia.org/resource/Tyler_Derraugh","Tyler Derraugh (born July 7, 1986) is a Canadian middle-distance and mass start speedskater who compete at the World Cup level."
"http://dbpedia.org/resource/Tyler_Kubara","Tyler Kubara (born 28 November 1994) is an Australian ice hockey player who plays as a Forward for the CBR Brave in the Australian Ice Hockey League (AIHL). Tyler is a former Australian U18 and U20 youth international."
"http://dbpedia.org/resource/Tymofiy_Morokhovets","Tymofiy Morokhovets (born November 16, 1983 in Polyove, Smolensk region, Russia) is a frontman and founder of Ukrainian band PanKe Shava, songwriter and composer, the author of all PanKe Shava songs."
"http://dbpedia.org/resource/Tülay_Babuşcu","Tülay Babuşcu (born 26 January 1976) is a Turkish politician from Balıkesir who caused controversy in early 2015 for publicly declaring the end of the Turkish Republic and the resumption of the Ottoman Empire. She serves as a Member of Parliament for the Balıkesir electoral district from the ruling Justice and Development Party (AKP) since the 2011 general election. She was previously an AKP municipal councillor and also a member of the administrative committee of the AKP's Balıkesir branch.Born and educated in Balıkesir, Babuşcu studied pharmaceutics at Ege University and worked as a pharmacist for ten years. She is married with one child. Her father is a retired İmam Hatip (religious) school teacher and her husband is a businessman.Babuşcu failed to secure renomination for the June 2015 general election."
"http://dbpedia.org/resource/TĀLĀ","TĀLĀ is a London-based musician. Influenced heavily by modern pop and electronic music as well as her father's Iranian musical background."
"http://dbpedia.org/resource/Udo_Hebel","Udo J. Hebel (born 24 April 1956) is a German Professor of American studies. He has been president of the University of Regensburg since 1 April 2013. He was selected as one of the ten best university rectors in Germany by the German Association of University Professors and Lecturers."
"http://dbpedia.org/resource/Utta_Danella","Utta Danella, Utta Schneider, (born June 18, 1920 in Leipzig; died August 11, 2015 in Munich)  was a German author."
"http://dbpedia.org/resource/V.K._Bali","Vinod Kumar Bali is the Chairman of Central Administrative Tribunal, Principal Bench, New Delhi and was the Chief Justice of Kerala High Court."
"http://dbpedia.org/resource/Vahe_Tilbian","Vahe Tilbian (Armenian: Վահե Թիլբյան, Western Armenian Վահէ Թիլպեան born 17 February 1980) is an Ethiopian singer of Armenian descent. A solo artist, he became lead singer for the Ethiopian group Zemen Band. He released his debut solo album Mixology in 2012. He was part of the pan-Armenian music formation Genealogy who represented Armenia in Eurovision Song Contest 2015 with the song ""Face the Shadow"" finishing 16th overall."
"http://dbpedia.org/resource/Valter_Mainetti","Valter Mainetti (Rome, 28 October 1947) is an Italian entrepreneur, CEO and majority shareholder of Sorgente Group."
"http://dbpedia.org/resource/Vanessa_Yeung","Vanessa Yeung (Chinese: 楊崢) was born in Shanghai, Hong Kong's famous model, columnist, radio and television show host and image guidance. She is proficient in several languages, including French, Korean, Cantonese, English and Mandarin. She is often uses multi-languages to work as a master of ceremonies and preside."
"http://dbpedia.org/resource/Vasco_Bendini","Vasco Bendini  (27 February 1922 – 31 January 2015) was an Italian informalist painter."
"http://dbpedia.org/resource/Vasco_van_der_Valk","Vasco van der Valk (born 17 November 1999 in Amersfoort, the Netherlands) is a Dutch motorcycle road racer. He was second in the Dutch NSF100 Championship for Kids 2011, organised by former Grand Prix 125 rider Arie Molenaar. Later he was third in the Moriwaki 250 JuniorCup 2013 of Ten Kate Racing, after which he started racing in British MotoStar, support series to the British SUperbikes. He is currently riding a full British MotoStar season for Ian Lougher in Team ILR on a Honda NSF250R."
"http://dbpedia.org/resource/Vasco_van_der_Valk","Vasco van der Valk (born 17 November 1999 in Amersfoort, the Netherlands) is a Dutch motorcycle road racer. He was second in the Dutch NSF100 Championship for Kids 2011, organised by former Grand Prix 125 rider Arie Molenaar. Later he was third in the Moriwaki 250 JuniorCup 2013 of Ten Kate Racing, after which he started racing in British MotoStar, support series to the British SUperbikes. He is currently riding a full British MotoStar season for Ian Lougher in Team ILR on a Honda NSF250R."
"http://dbpedia.org/resource/Vernon_De_Marco_Morlacchi","Vernon De Marco Morlacchi (born 18 November 1992), simply known as Vernon, is an Argentine professional footballer who plays for Slovak club MFK Zemplín Michalovce as a left back."
"http://dbpedia.org/resource/Viacheslav_Volosov","Viacheslav Volosov (Ukrainian: Вячеслав Волосов; born November 28, 1976 in Donetsk) is a Ukrainian bodybuilder, and personal trainer.He placed 1st during the 2010 Lviv Cup in general category. The same year he was the absolute winner of WABBA European Bodybuilding Championships, as well as the runner-up WABBA's World Championships in ""tall"" category. He won FBBU Ukrainian Cup in 100+ kg category in 2012. Volosov also participated in 2012 IFBB European Amateur Championships where he placed 10th in super-heavyweight category.He lives in Kiev with his wife and son."
"http://dbpedia.org/resource/Vicente_S._Santos,_Jr.","Colonel Vicente ""Vic"" Sumajit Santos, Jr. (May 17, 1944 – February 17, 2012) is a retired Colonel of the Philippine Army - Armed Forces of the Philippines (AFP). He is the author of several military books   and other publications, as well as the founding president of Kapatiran ng mga Kawal na Makawikang Pilipino (KAKAMPI)."
"http://dbpedia.org/resource/Victoria_Marchenkova","Victoria Marchenkova (born 5 September 1987) is a Russian contemporary artist."
"http://dbpedia.org/resource/Viktorina_Kapitonova","Viktorina Kapitonova (born June 30, 1985) is a Russian ballerina. She is currently a Principal dancer with Ballett Zürich performing at Zürich Opera House."
"http://dbpedia.org/resource/Vince_Irie","Vince Irie is a singer-songwriter born and raised on Aruba. Vince Irie gained notoriety in The Netherlands when he appeared on the 4th season of The Voice of Holland in 2014. Since then he has released the singles Ik Wil Jou, Prachtig, Unfaithful and Take It Easy"
"http://dbpedia.org/resource/Vinita_Kinra","Vinita Kinra (born June 2, 1975) is an Indo-Canadian author, activist and public speaker, best known for her collection of short stories, Pavitra in Paris, published by Greengardens Media in 2013.An avid champion of social, political and environmental causes, Kinra’s writings focus primarily on inequities in class, gender, race, domestic violence, religious chasms, abusive relationships, and global warming, to name a few. Her writings and speeches have kept her in the public eye. Her next book, Imagine: Selected Quotations, is slated to launch in 2015."
"http://dbpedia.org/resource/Vinnie_Brand","Vincent S. Brand III (born July 6, 1963) is an American stand-up comedian from Middletown, NJ. He is best known for being the club owner of The Stress Factory Comedy Club in New Brunswick, NJ. Brand has also made television and radio appearances on shows, such as Tough Crowd with Colin Quinn, Last Comic Standing, The Rosie O'Donnell Show, The Opie and Anthony Show, NickMom Night Out, and Restaurant Stakeout."
"http://dbpedia.org/resource/Vivek_Gopan","Vivek Gopan is a Indian film, serial actor in Malayalam cinema and Hindi Cinema and a Professional Cricketer. He has acted in some films and serials. He was also played for Kerala U19 Team during the year 1999-2000. He is also one of the Most Valuable Player for Amma Kerala Strikers Team in Celebrity Cricket League."
"http://dbpedia.org/resource/Vladimir_Evzerov","Vladimir Eduardovich Evzerov (Russian: Владимир Эдуардович Евзеров), born on February 19, 1954, is a Russian music composer of Ukrainian descent, Singer. Meritorious Artist of Russia (2004). [1]"
"http://dbpedia.org/resource/Vladimír_Večtomov","Vladimír Večtomov (b. February 2, 1946, in Prague) is a Czech classical guitarist. He studied at Prague Conservatory under Prof. Štěpán Urban, 1964–'68, and gave his first concert at the age of 17. He concluded his studies in Mexico with a concert at Palacio de Bellas Artes in Mexico City. In 1973 he performed as a soloist in Bergen, Norway, with Slovak Chamber Orchestra. In 1974 he performed Bach's catalog in London to notable acclaim. From 1972 to '76 he was a professor at Prague Conservatory. His instrument is a Masaru Kohno Luthier, Tokyo, Model 20 1974 (string length: 660mm).In 1970, on return to Czechoslovakia from Mexico, Večtomov formed Prague String Duo with his brother, cellist Saša Večtomov. The duo's many appearances outside Czechoslovakia—filing concert halls in the USSR, USA, Great Britain, Mexico, Norway, Portugal and many other countries—established them internationally. A salient feature of the duo's repertory was its focus on Iberian composers, whom they favored owing to the national character of the accompanying instrument and the fact that Vladimír had for years studied on a Mexican government scholarship under guitarist Prof. Manuel López Ramos in Mexico City. In addition to old masters (e.g., Haydn, Eccles, Maria Theresia von Paradis), and modern and sometimes local ones (Granados, Janáček), the brothers Večtomov performed music by contemporary composers including their father, Prof. Ivan Večtomov, who, moreover, orchestrated all of Prague String Duo's arrangements. According to Mexican journalist Isabel Farfán Cano, Janáček's Fairy Tale was a brilliant staple of the duo's concert programs. Further, writes Cano of a particular concert in 1976, ""the harmony of both instruments in creating sound coloration and tones was complemented by technical security, gradual and protruding.""Phonograph recordings of Večtomov have been issued on the Supraphon, Panton, and Melodiya labels.In 1982 Večtomov accepted an invitation to join the faculty of Keski-Suomen konservatorio (later renamed Jyväskylän ammattikorkeakoulu), in Jyväskylä, Finland, where he continued to teach until 1998. He then returned to Prague and taught at Základní Umělecká Škola Lounských."
"http://dbpedia.org/resource/Volodymyr_Adamyuk","Volodymyr Adamyuk (Ukrainian: Володимир Михайлович Адамюк; born 17 July 1991 in Sivka-Kaluska, Kalush Raion, Ivano-Frankivsk Oblast, Ukrainian SSR) is a Ukrainian football defender who plays for FC Stal Dniprodzerzhynsk in the Ukrainian Premier League.Adamyuk is a product of the Youth sportive school Kalush and his first trainer was Yuriy Malyar.He spent his career as player in the amateur level and in March 2013 signed contract with the Ukrainian First League team FC Krymteplytsia Molodizhne."
"http://dbpedia.org/resource/Vugarixx","Vugar Akhmadov (born 17 January 1992), commonly known by his stage name Vugarixx, is an Azerbaijani DJ and Music Producer. His debut song, ""Cosmic Dreams"", was released on January 17, 2015. This song was second most downloaded song in the Azerbaijan iTunes Store. He is best known for his 2015 single ""Bir Axsham""."
"http://dbpedia.org/resource/Vyacheslav_Lukhtanov","Vyacheslav Lukhtanov (Ukrainian: В'ячеслав Геннадійович Лухтанов; born 12 February 1995 in Lutuhyne, Luhansk Oblast, Ukraine) is a Ukrainian football defender who played for FC Hoverla Uzhhorod in the Ukrainian Premier League.Lukhtanov is a product of the FC Dynamo youth sportive school. His first trainers were Oleksandr Shpakov and Yevhen Rudakov.He spent his career in the Ukrainian First League club FC Dynamo-2 Kyiv. And in February 2015 went on loan for FC Hoverla in the Ukrainian Premier League."
"http://dbpedia.org/resource/Vyacheslav_Samoylenko","Vyacheslav Samoylenko (Ukrainian: В'ячеслав Юрійович Самойленко; born 8 September 1992 in Kirovohrad, Ukraine) is a Ukrainian football midfielder who played for FC Bukovyna Chernivtsi in the Ukrainian First League.Samoylenko is a product of the Youth Sportive School Kirovohrad and UFK Kharkiv. His first trainer was Vitaliy Dyadenko.He spent his career in the Ukrainian First League."
"http://dbpedia.org/resource/Vyacheslav_Tankovskyi","Vyacheslav Tankovskyi (Ukrainian: В'ячеслав Сергійович Танковський; born 16 August 1995 in Novomoskovsk, Dnipropetrovsk Oblast, Ukraine) is a Ukrainian football midfielder who plays on loan for FC Zorya Luhansk in the Ukrainian Premier League.Tankovskyi is a product of the FC Inter Dnipropetrovsk youth sportive school and signed contract with FC Shakhtar Donetsk Football Academy in 2008.He played 3 years for FC Shakhtar Donetsk Reserves and Youth Team in the Ukrainian Premier League Reserves Championship and in July 2015 went on loan for FC Zorya in the Ukrainian Premier League. Tankovskyi made his debut for FC Zorya playing as a substitute player in match against FC Stal Dniprodzerzhynsk on 2 August 2015 in the Ukrainian Premier League."
"http://dbpedia.org/resource/Vytautas_Švedas","Vytautas Švedas (born 7 January 1983) is a Lithuanian rally driver, currently driving for Juta Racing in Lithuanian Rally Championship. He is a multiple Lithuanian rally champion."
"http://dbpedia.org/resource/Walter_Zanger","Walter Zanger (Hebrew: וולטר זנגר‎), was an American-born Israeli author, tour guide and television personality. He was a contributor to newspapers, encyclopedias and magazines, and served as a member of the editorial board of the Jewish Bible Society."
"http://dbpedia.org/resource/Waltércio_Caldas","Waltercio Caldas Junior (born 6 November 1946) better known as Waltercio Caldas, is a Brazilian sculptor, designer, and graphic artist. Caldas is best known as part of Brazil's Neo-Concretism movement as well as for his eclectic choices in materials."
"http://dbpedia.org/resource/Waltércio_Caldas","Waltercio Caldas Junior (born 6 November 1946) better known as Waltercio Caldas, is a Brazilian sculptor, designer, and graphic artist. Caldas is best known as part of Brazil's Neo-Concretism movement as well as for his eclectic choices in materials."
"http://dbpedia.org/resource/WassinkLundgren","Thijs groot Wassink (born 1981) and Ruben Lundgren (born 1983) are two Dutch photographers who work together as WassinkLundgren. Their photography and film projects shift mundane, often unnoticeable, everyday occurrences into visually compelling and gently amusing observations of the world around us. Notable projects include Empty Bottles (2007), Tokyo Tokyo (2010) and This Land is Your Land, This Land is My Land (2012). They also worked as editors and curators on The Chinese Photobook (2015). Thijs groot Wassink lives in London while Ruben Lundgren lives in Beijing."
"http://dbpedia.org/resource/Wayne_G._Sayles","Wayne G. Sayles (born March 8, 1943) is an American numismatist and author, who specializes in Ancient Numismatics, especially coins of Cilicia which is located in modern day Turkey. He is an accomplished Numismatic and Military author having published or contributed to hundreds of books, articles and papers."
"http://dbpedia.org/resource/Wayne_Hoffman","Wayne Hoffman (born November 20, 1981) is an American mentalist, illusionist, and motivational speaker. He appeared on several national and international television shows and tours the country with his show ""Mind Candy""  He appeared on this season of America's Got Talent, season 10 (2015)  and also appeared in their TV commercial. He appeared on NBC's television show Phenomenon on October 31, 2007.  He also appeared on The Howard Stern Show on April 30, 2008.  He was a co-host of The A-List on Discovery's Animal Planet.  He was also a guest on CNN's television talk show Glenn Beck on March 25, 2008. He appeared as a guest on The Ellen Degeneres Show on April 13, 2009. On May 4, 2012 he appeared in a short movie entitled ""Epic School Battle"" with Steven Tyler and KISS  He also appeared on CBS's Excused on October 30, 2012. He also appeared on Beverly Hills Pawn on June 12, 2013. Wayne Hoffman was also an expert guest on The Numbers Game on The National geographic Channel on March 31, 2014 He appeared on Takeshi Kitano’s “Unbelieveable” on Japan’s TV Asahi in December 2013. He was also a guest on Fuji TV’s “Anbiribabo” on March 20, 2014"
"http://dbpedia.org/resource/Wendy_Starland","Wendy Starland (born February 9, 1981 in New York City), is an American singer, songwriter and music producer from Los Angeles. Starland was honored by  The Songwriters Hall of Fame, was named  VH1's, “Best Emerging Artist,” was featured on Moby’s Grammy nominated album, “Last Night,” and opened for multi-platinum artists,  Sheryl Crow and Jack White. In addition, Starland discovered and developed six time Grammy winner, Lady Gaga."
"http://dbpedia.org/resource/Wesley_Moraes_Ferreira_da_Silva","Wesley Moraes Ferreira da Silva (born 26 November 1996), commonly known as Wesley, is a Brazilian professional football forward who currently plays for Trenčín in the Fortuna Liga."
"http://dbpedia.org/resource/Who_Is_Fancy","Jake ""Fancy"" Hagood (born March 29th, 1991), better known by his stage name Who Is Fancy, is a musical artist from  Bentonville, Arkansas co-signed by Scooter Braun and Scott Borchetta on Big Machine Label Group and Dr. Luke on Prescription Songs. Fancy grew up in Arkansas and moved to Nashville, TN to attend college at Trevecca Nazarene University. He later left college to pursue a music career.Fancy was presented at the iHeartMedia Music Summit as one of the Republic Records priorities for 2015, although his identity was kept secret. The debut single, ""Goodbye"", was serviced to mainstream radio in February. Fancy was revealed on April 7, 2015 on The Tonight Show Starring Jimmy Fallon."
"http://dbpedia.org/resource/William_Blair_Bruce","William Blair Bruce (8 October 1859 – 17 November 1906) was a Canadian painter. He studied in France and became one of Canada's first impressionist painters. He lived most of his life in France and on the island of Gotland, Sweden, where he and his Swedish wife Carolina Benedicks-Bruce created the artists estate Brucebo, which was later established as a nature reserve."
"http://dbpedia.org/resource/Willie_Basse","Wilber Cornelius Rice, Jr., who goes by the stage name Willie Basse, (born August 6, 1956), is an American Hard Rock vocalist, bassist, music producer, engineer and songwriter. He was the frontman for Black Sheep, a 1980s metal band that featured a number of noteworthy musicians throughout its line-up changes.  The last known line-up consisted of Basse on bass, Marshall Harrison and Brian Conroy on guitars and James Kottak on drums.  Other members include, Slash, Paul Gilbert, Randy Castillo, Kurt James and Mitch Perry.  In 1985, the band released a full-length album, “Trouble In The Streets”, on William and Wesley Hein’s Enigma Records for which Billboard Magazine noted Basse as the producer.  Their EP “Sacrifice” was released on Quicksilver in 1999."
"http://dbpedia.org/resource/Wu_Pao-chun","Wu Pao-chun (Chinese: 吳寶春; pinyin: Wú Bǎochūn, born 5 September 1970), is a Taiwanese baker best known for winning the title of Master Baker in the bread category of the 2010 Bakery Masters competition held in Paris. Wu is also known for a rose-lychee bread he created for the competition which includes Taiwanese ingredients such as millet wine, rose petals and dried lychees."
"http://dbpedia.org/resource/Xander_Hunfeld","Alexander ""Xander"" JM Hunfeld (born 6 April 1949) is a Dutch composer.The ""According to Gurney"" 2008-sonatina by Xander Hunfeld was performed by Charles Neidich, Maria Kouznetsova and Martijn Willers in 2013."
"http://dbpedia.org/resource/Xie_Molin","Xie Molin(Chinese: 谢墨凛; born 1979) is a contemporary Chinese artist currently working and living in Beijing, China. He is best known for creating paintings using a tri-axial linkage painting machine."
"http://dbpedia.org/resource/Yaduveera_Krishnadatta_Chamaraja_Wadiyar","Yaduveer Krishnadatta Chamaraja (Kannada: ಯದುವೀರ ಕೃಷ್ಣದತ್ತ ಚಾಮರಾಜ ಒಡೆಯರ್) (born 24 March 1992) (Chamaraja Wadiyar XII) is the 27th and present titular Maharaja of Mysore and head of the former ruling Wadiyar dynasty.  His late great-uncle, Srikantadatta Narasimharaja Wadiyar, died in December 2013 without naming a successor, leaving the throne and family headship vacant. In February 2015, after an interregnum of over a year, Yaduveer was adopted by Pramoda Devi as her son. Consequent to his adoption, he became the natural son of Sri Srikantadatta Narasimharaja Wadiyar and Smt Pramoda Devi Wadiyar and he was formally renamed Yaduveer Krishnadatta Chamaraja Wadiyar."
"http://dbpedia.org/resource/Yalany_Baio","Yalany Cuino Baio (born 10 October 1994) is a Bissau-Guinean-born Guinean footballer who plays for Sparta Rotterdam as a midfielder. He also holds Portuguese citizenship.He was born in Bissau to a Guinean father and a Bissau-Guinean mother."
"http://dbpedia.org/resource/Yamil_Asad","Yamil Rodrigo Asad (born 27 July 1994) is an Argentine footballer who plays as an attacking midfielder for Vélez Sarsfield in the Argentine Primera División."
"http://dbpedia.org/resource/Yann_Benoist","Yann Benoist (born 6 February 1951) is a French session guitarist, performer, composer,conductor, and arranger."
